,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1747,0.11904761904761901,0.5,0.07142857142857142,0.3333333333333333,0.0,0.0,0.6666666666666667,0.10047393364928911,0.1111111111111111,0.0,0.3571428571428571,0.0,0.0,0.05,0.6666666666666666,0.025,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.23809523809523808,1.0,0.5714285714285714,0.6666666666666667,1.0,0.25,0.0,0.1868878357030016,0.1111111111111111,0.0,0.0714285714285714,0.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.0,0.06666666666666667,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1758,0.5952380952380951,0.5,0.7857142857142857,0.0,1.0,0.0,0.0,0.1738809899947341,0.3333333333333333,0.0,0.4999999999999999,0.0,0.0,0.4,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,0.19047619047619052,1.0,0.2857142857142857,0.6666666666666667,0.0,0.0,0.0,0.07330173775671406,0.4444444444444444,1.0,0.4999999999999999,0.0,0.0,0.05,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,0.09523809523809518,0.0,0.8928571428571428,0.3333333333333333,0.0,0.0,0.6666666666666667,0.09505002632964718,0.1111111111111111,1.0,0.2142857142857143,0.0,0.0,0.1,0.3333333333333333,0.1,0.1111111111111111,0.06666666666666667,0.1764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
389,0.4523809523809524,1.0,0.3214285714285714,0.6666666666666667,1.0,0.25,0.3333333333333333,0.16787783043707216,0.2222222222222222,1.0,0.0714285714285714,0.0,0.0,0.45,0.3333333333333333,0.025,0.0,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,0.976190476190476,1.0,0.07142857142857142,0.6666666666666667,0.0,0.0,0.0,0.08746708794102159,0.4444444444444444,1.0,0.6428571428571427,1.0,1.0,0.30000000000000004,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,0.9047619047619047,1.0,0.2142857142857143,1.0,1.0,0.5,1.0,0.32917324907846235,0.4444444444444444,0.0,0.0,0.0,0.0,0.925,0.5,0.15000000000000002,0.2222222222222222,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1993,0.6904761904761905,1.0,0.5357142857142857,0.6666666666666667,0.0,0.25,0.3333333333333333,0.4104265402843602,0.5555555555555556,0.0,0.7142857142857143,0.0,0.0,0.30000000000000004,0.3333333333333333,0.2,0.38888888888888884,0.26666666666666666,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,0.5238095238095237,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.05745129015271195,0.5555555555555556,0.0,0.3571428571428571,0.0,0.3333333333333333,0.225,0.5,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.28571428571428564,0.5,0.0,0.6666666666666667,0.0,0.25,1.0,0.15808320168509743,0.1111111111111111,0.0,0.8571428571428571,1.0,0.0,0.30000000000000004,0.3333333333333333,0.30000000000000004,0.4444444444444444,0.2,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1478,0.23809523809523808,0.5,0.25,1.0,1.0,0.25,0.0,0.22764612954186417,0.5555555555555556,0.0,0.4285714285714285,0.0,0.0,0.17500000000000002,0.3333333333333333,0.1,0.1111111111111111,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.4761904761904761,1.0,0.2857142857142857,0.6666666666666667,0.0,0.0,1.0,0.06735123749341759,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.05,0.5,0.05,0.1111111111111111,0.13333333333333333,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1968,0.11904761904761901,1.0,0.6428571428571428,0.6666666666666667,1.0,0.0,0.3333333333333333,0.029067930489731435,0.1111111111111111,0.0,0.0714285714285714,0.0,0.3333333333333333,0.025,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1557,0.6904761904761905,0.5,0.39285714285714285,0.3333333333333333,1.0,0.25,0.3333333333333333,0.3034228541337546,0.3333333333333333,1.0,0.2857142857142857,0.0,0.0,0.42500000000000004,0.5,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
799,0.5714285714285714,1.0,0.03571428571428571,1.0,1.0,0.75,0.0,0.8770932069510269,0.0,0.0,0.4285714285714285,0.0,0.3333333333333333,0.5750000000000001,0.5,0.55,0.3333333333333333,0.8666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
895,0.3095238095238095,1.0,0.35714285714285715,0.6666666666666667,1.0,0.25,0.0,0.3066877303844128,0.1111111111111111,1.0,0.0714285714285714,0.0,0.0,0.15000000000000002,0.3333333333333333,0.15000000000000002,0.2777777777777778,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
918,0.7857142857142856,0.5,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,0.9919957872564508,0.4444444444444444,1.0,0.9285714285714285,1.0,0.3333333333333333,0.775,0.8333333333333333,0.7250000000000001,0.5555555555555556,0.7333333333333333,0.5882352941176471,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
733,0.19047619047619052,1.0,0.03571428571428571,1.0,1.0,0.25,1.0,0.23501843075302795,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.2,0.3333333333333333,0.2,0.38888888888888884,0.06666666666666667,0.1764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,0.21428571428571425,1.0,0.03571428571428571,0.0,1.0,0.0,0.3333333333333333,0.1294892048446551,1.0,0.0,0.0714285714285714,0.0,0.3333333333333333,0.15000000000000002,0.5,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,0.4523809523809524,0.5,0.3214285714285714,0.0,1.0,0.5,0.6666666666666667,0.4759873617693523,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.42500000000000004,0.8333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,0.3095238095238095,1.0,0.0,0.6666666666666667,1.0,0.0,0.3333333333333333,0.07856766719325961,0.1111111111111111,0.0,0.4285714285714285,0.0,0.0,0.025,0.6666666666666666,0.025,0.05555555555555555,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1628,0.4523809523809524,1.0,0.10714285714285714,0.3333333333333333,1.0,0.25,0.3333333333333333,0.4559241706161138,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.225,0.5,0.225,0.4444444444444444,0.3333333333333333,0.4117647058823529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2416,0.5476190476190477,0.5,0.6428571428571428,0.3333333333333333,0.0,0.25,0.0,0.17098472880463403,0.1111111111111111,0.0,0.2142857142857143,0.0,0.3333333333333333,0.17500000000000002,0.6666666666666666,0.1,0.05555555555555555,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,0.5238095238095237,1.0,0.03571428571428571,0.6666666666666667,1.0,0.0,0.6666666666666667,0.07035281727224854,0.2222222222222222,0.0,0.2142857142857143,0.0,0.3333333333333333,0.2,0.5,0.07500000000000001,0.05555555555555555,0.06666666666666667,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2154,0.380952380952381,0.5,0.6428571428571428,0.6666666666666667,0.0,0.25,0.6666666666666667,0.1892575039494471,0.0,0.0,0.4999999999999999,0.0,0.0,0.125,0.0,0.1,0.1111111111111111,0.2,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,0.9285714285714284,1.0,0.0,0.3333333333333333,1.0,0.25,0.6666666666666667,0.20489731437598738,0.0,0.0,0.9285714285714285,1.0,0.3333333333333333,0.325,0.3333333333333333,0.30000000000000004,0.5,0.13333333333333333,0.47058823529411764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1163,0.4523809523809524,1.0,0.3214285714285714,0.3333333333333333,0.0,0.0,0.3333333333333333,0.15413375460768827,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.2,0.3333333333333333,0.2,0.2222222222222222,0.4666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
711,0.2619047619047619,1.0,0.3214285714285714,1.0,0.0,0.0,0.0,0.07345971563981044,0.6666666666666666,1.0,0.6428571428571427,1.0,0.0,0.07500000000000001,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1200,0.6190476190476188,1.0,0.0,0.6666666666666667,0.0,0.0,1.0,0.11511321748288575,0.4444444444444444,1.0,0.4999999999999999,0.0,1.0,0.2,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,0.8095238095238095,1.0,0.03571428571428571,0.6666666666666667,0.0,0.0,1.0,0.11600842548709847,0.7777777777777777,0.0,0.2857142857142857,0.0,0.0,0.15000000000000002,0.5,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,0.5952380952380951,1.0,0.03571428571428571,1.0,1.0,0.25,1.0,0.3600842548709847,0.1111111111111111,1.0,0.4285714285714285,0.0,0.3333333333333333,0.25,0.5,0.25,0.5,0.5333333333333333,0.47058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
417,0.5238095238095237,1.0,0.03571428571428571,0.6666666666666667,0.0,1.0,0.6666666666666667,0.8968931016324382,0.0,0.0,0.2142857142857143,0.0,0.0,0.525,0.3333333333333333,0.5,0.8333333333333333,0.06666666666666667,0.7058823529411764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2169,0.2619047619047619,1.0,0.17857142857142855,0.0,0.0,0.0,0.0,0.08915218536071617,0.5555555555555556,0.0,0.5714285714285713,0.0,0.0,0.225,0.5,0.15000000000000002,0.2222222222222222,0.0,0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.11904761904761901,1.0,0.03571428571428571,0.6666666666666667,1.0,0.0,0.0,0.06914165350184306,0.3333333333333333,0.0,0.1428571428571428,0.0,0.3333333333333333,0.07500000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
644,0.3095238095238095,1.0,0.35714285714285715,1.0,1.0,0.0,1.0,0.07093206951026856,0.3333333333333333,1.0,0.5714285714285713,0.0,0.3333333333333333,0.2,0.3333333333333333,0.15000000000000002,0.2222222222222222,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
283,0.8809523809523809,1.0,0.6785714285714285,0.3333333333333333,1.0,0.25,1.0,0.23201685097419697,0.3333333333333333,1.0,0.5714285714285713,0.0,0.3333333333333333,0.30000000000000004,0.6666666666666666,0.25,0.38888888888888884,0.0,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1634,0.21428571428571425,1.0,0.14285714285714285,0.6666666666666667,0.0,0.0,0.0,0.02074776197998946,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.025,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1473,0.21428571428571425,1.0,0.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.055081621906266455,0.0,0.0,0.1428571428571428,0.0,0.0,0.15000000000000002,0.16666666666666666,0.125,0.1111111111111111,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2115,0.3333333333333333,0.5,0.10714285714285714,0.6666666666666667,0.0,0.0,0.3333333333333333,0.07082675092153765,0.1111111111111111,0.0,0.2857142857142857,0.0,0.0,0.125,0.3333333333333333,0.1,0.16666666666666666,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,0.3333333333333333,0.0,0.0,0.6666666666666667,0.0,0.0,0.3333333333333333,0.06966824644549763,0.6666666666666666,0.0,0.6428571428571427,1.0,0.0,0.125,0.5,0.07500000000000001,0.0,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,0.42857142857142855,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.09615587151132177,0.5555555555555556,0.0,0.7857142857142857,1.0,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2093,0.07142857142857145,0.5,0.10714285714285714,0.3333333333333333,0.0,0.0,0.0,0.06940494997367036,0.1111111111111111,0.0,0.5714285714285713,0.0,0.0,0.025,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,0.5476190476190477,0.5,0.03571428571428571,0.3333333333333333,1.0,0.0,0.0,0.07014218009478673,0.1111111111111111,1.0,0.0714285714285714,0.0,1.0,0.125,0.3333333333333333,0.1,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2376,0.5476190476190477,0.5,0.35714285714285715,0.6666666666666667,0.0,0.5,0.3333333333333333,0.33554502369668243,0.3333333333333333,0.0,0.4999999999999999,0.0,0.6666666666666666,0.30000000000000004,0.16666666666666666,0.2,0.38888888888888884,0.06666666666666667,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,0.28571428571428564,1.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.14870984728804634,0.3333333333333333,0.0,0.7142857142857143,1.0,0.6666666666666666,0.17500000000000002,0.3333333333333333,0.05,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1272,0.4761904761904761,1.0,0.17857142857142855,1.0,0.0,0.0,0.6666666666666667,0.14181147972617167,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.125,0.5,0.125,0.2222222222222222,0.0,0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
867,0.7619047619047619,0.5,0.03571428571428571,1.0,0.0,0.75,0.0,0.8871511321748289,0.2222222222222222,0.0,0.7857142857142857,1.0,0.3333333333333333,0.8,0.5,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
824,0.5714285714285714,1.0,0.9999999999999999,0.3333333333333333,1.0,0.25,1.0,0.17182727751448132,0.4444444444444444,0.0,0.5714285714285713,0.0,0.0,0.4,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1134,0.4047619047619047,1.0,0.2142857142857143,0.6666666666666667,1.0,0.0,1.0,0.08852027382833072,0.1111111111111111,0.0,0.4999999999999999,0.0,0.3333333333333333,0.025,0.8333333333333333,0.025,0.0,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1496,0.09523809523809518,1.0,0.2857142857142857,0.6666666666666667,0.0,0.0,0.3333333333333333,0.0034755134281200598,0.1111111111111111,0.0,0.0,0.0,0.0,0.025,0.6666666666666666,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
365,0.6666666666666665,0.0,0.2142857142857143,0.6666666666666667,0.0,0.25,0.6666666666666667,0.22374934175882047,0.2222222222222222,0.0,0.2142857142857143,0.0,0.0,0.17500000000000002,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1846,0.35714285714285715,0.5,0.3214285714285714,0.6666666666666667,0.0,0.25,0.0,0.22812006319115327,0.4444444444444444,0.0,0.3571428571428571,0.0,0.0,0.225,0.5,0.15000000000000002,0.05555555555555555,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,0.3095238095238095,1.0,0.6785714285714285,0.3333333333333333,1.0,0.25,0.6666666666666667,0.16787783043707216,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.4444444444444444,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
222,0.4523809523809524,0.5,0.35714285714285715,0.3333333333333333,1.0,0.5,1.0,0.5885202738283307,0.1111111111111111,1.0,0.2142857142857143,0.0,1.0,0.25,0.16666666666666666,0.25,0.4444444444444444,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
234,0.35714285714285715,1.0,0.4642857142857143,0.6666666666666667,1.0,0.0,1.0,0.07514481305950502,0.5555555555555556,1.0,0.1428571428571428,0.0,0.3333333333333333,0.2,0.3333333333333333,0.125,0.2222222222222222,0.0,0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1821,0.09523809523809518,0.5,0.03571428571428571,0.3333333333333333,0.0,0.0,0.3333333333333333,0.05444971037388099,0.2222222222222222,0.0,0.1428571428571428,0.0,0.0,0.07500000000000001,0.3333333333333333,0.05,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,0.6666666666666665,1.0,0.25,1.0,0.0,0.25,0.0,0.18988941548183255,0.8888888888888888,1.0,0.8571428571428571,1.0,1.0,0.47500000000000003,0.3333333333333333,0.4,0.7222222222222222,0.06666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
382,0.19047619047619052,0.5,0.07142857142857142,0.6666666666666667,1.0,0.0,0.0,0.11021590310689838,0.0,0.0,0.7857142857142857,1.0,0.0,0.17500000000000002,0.3333333333333333,0.15000000000000002,0.2222222222222222,0.0,0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1025,0.14285714285714285,1.0,0.10714285714285714,1.0,0.0,0.25,0.6666666666666667,0.1660347551342812,0.1111111111111111,1.0,0.0714285714285714,0.0,0.6666666666666666,0.125,0.5,0.125,0.2222222222222222,0.0,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1749,0.4761904761904761,1.0,0.03571428571428571,0.3333333333333333,1.0,0.5,0.3333333333333333,0.4967351237493418,0.5555555555555556,0.0,0.0714285714285714,0.0,0.0,0.47500000000000003,0.16666666666666666,0.42500000000000004,0.3333333333333333,0.3333333333333333,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,0.5476190476190477,1.0,0.2857142857142857,0.6666666666666667,1.0,0.0,0.0,0.0647182727751448,0.2222222222222222,0.0,0.7142857142857143,1.0,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.125,0.0,0.06666666666666667,0.23529411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
868,0.23809523809523808,1.0,0.6428571428571428,1.0,1.0,0.0,0.0,0.11516587677725121,0.1111111111111111,0.0,0.0714285714285714,0.0,1.0,0.15000000000000002,0.3333333333333333,0.15000000000000002,0.2777777777777778,0.2,0.1764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
223,0.4761904761904761,1.0,0.07142857142857142,0.0,1.0,0.5,0.6666666666666667,0.5055292259083728,0.0,0.0,0.0714285714285714,0.0,0.6666666666666666,0.42500000000000004,1.0,0.4,0.5555555555555556,0.3333333333333333,0.7647058823529411,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
821,0.7380952380952379,1.0,0.25,1.0,1.0,0.75,0.3333333333333333,0.6377567140600316,0.6666666666666666,0.0,0.4285714285714285,0.0,0.3333333333333333,0.55,0.5,0.225,0.4444444444444444,0.13333333333333333,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
